,season,field,inv_item_name,inv_item_weight,inv_item_unit,inv_item_dose,inv_item_date,yield_fact
10137,2023,40.13.11.001.00,Удобрение 57,235936.16,кг,104.0,2023-07-24,0.0
10138,2023,40.13.11.001.00,Удобрение 57,166400.0,кг,104.0,2023-07-24,0.0
16180,2024,40.13.11.001.00,Удобрение 57,998272.2,кг,130.0,2024-05-01,3.48
8442,2023,40.13.11.002.00,Удобрение 57,240146.45,кг,130.0,2023-06-14,0.0
16279,2024,40.13.11.002.00,Удобрение 57,240146.45,кг,130.0,2024-05-02,1.525
8443,2023,40.13.11.003.00,Удобрение 57,843269.91,кг,130.0,2023-06-14,0.0
16181,2024,40.13.11.003.00,Удобрение 57,843269.91,кг,130.0,2024-05-01,2.91
8444,2023,40.13.11.004.00,Удобрение 57,41050.48,кг,130.0,2023-06-14,0.0
16280,2024,40.13.11.004.00,Удобрение 57,3250.0,кг,130.0,2024-05-02,4.36
8445,2023,40.13.11.007.00,Удобрение 57,3057.93,кг,130.0,2023-06-14,0.0
16182,2024,40.13.11.007.00,Удобрение 57,3057.93,кг,130.0,2024-05-01,1.91
8446,2023,40.13.11.008.00,Удобрение 57,637000.0,кг,130.0,2023-06-14,0.0
8550,2023,40.13.11.008.00,Удобрение 57,22961.13,кг,130.0,2023-06-15,0.0
10139,2023,40.13.11.008.00,Удобрение 57,721471.31,кг,104.0,2023-07-24,0.0
2547,2023,40.13.11.010.00,Удобрение 10,899891.2,кг,130.0,2023-04-15,2.21
7437,2023,40.13.11.010.00,Удобрение 57,1799782.4,кг,260.0,2023-05-30,2.21
12061,2024,40.13.11.010.00,Удобрение 13,1349836.8,кг,195.0,2023-10-06,
17016,2024,40.13.11.010.00,Удобрение 38,1664798.72,кг,240.5,2024-05-15,
2646,2023,40.13.11.011.00,Удобрение 10,31232.5,кг,130.0,2023-04-17,2.35
7438,2023,40.13.11.011.00,Удобрение 57,62465.0,кг,260.0,2023-05-30,2.35
12112,2024,40.13.11.011.00,Удобрение 13,46848.75,кг,195.0,2023-10-07,
17048,2024,40.13.11.011.00,Удобрение 38,57780.13,кг,240.5,2024-05-16,
2737,2023,40.13.11.013.01,Удобрение 10,197425.92,кг,130.0,2023-04-18,2.84
7439,2023,40.13.11.013.01,Удобрение 57,394851.83,кг,260.0,2023-05-30,2.84
12113,2024,40.13.11.013.01,Удобрение 13,296138.88,кг,195.0,2023-10-07,
17049,2024,40.13.11.013.01,Удобрение 38,365237.95,кг,240.5,2024-05-16,
2548,2023,40.13.11.014.00,Удобрение 10,52364.64,кг,130.0,2023-04-15,1.385
7440,2023,40.13.11.014.00,Удобрение 57,104729.27,кг,260.0,2023-05-30,1.385
2549,2023,40.13.11.015.00,Удобрение 10,73761.01,кг,130.0,2023-04-15,2.145
7441,2023,40.13.11.015.00,Удобрение 57,147522.02,кг,260.0,2023-05-30,2.145
2550,2023,40.13.11.016.00,Удобрение 10,6984.76,кг,130.0,2023-04-15,1.245
7486,2023,40.13.11.016.00,Удобрение 57,13969.51,кг,260.0,2023-05-31,1.245
2551,2023,40.13.11.017.01,Удобрение 10,549419.01,кг,130.0,2023-04-15,1.2366666666666666
7487,2023,40.13.11.017.01,Удобрение 57,1098838.03,кг,260.0,2023-05-31,1.2366666666666666
3047,2023,40.13.11.018.01,Удобрение 10,144155.7,кг,130.0,2023-04-22,1.0866666666666667
7569,2023,40.13.11.018.01,Удобрение 57,288311.4,кг,260.0,2023-06-01,1.0866666666666667
2972,2023,40.13.11.019.01,Удобрение 10,1691555.44,кг,130.0,2023-04-21,
2897,2023,40.13.11.019.02,Удобрение 10,387550.8,кг,130.0,2023-04-20,
2973,2023,40.13.11.020.01,Удобрение 10,321887.49,кг,130.0,2023-04-21,
3048,2023,40.13.11.021.00,Удобрение 10,130223.93,кг,130.0,2023-04-22,1.885
7570,2023,40.13.11.021.00,Удобрение 57,260447.85,кг,260.0,2023-06-01,1.885
2898,2023,40.13.11.022.00,Удобрение 10,878389.2,кг,130.0,2023-04-20,0.96
7571,2023,40.13.11.022.00,Удобрение 57,1756778.4,кг,260.0,2023-06-01,0.96
2899,2023,40.13.11.023.00,Удобрение 10,13764.93,кг,130.0,2023-04-20,1.78
7572,2023,40.13.11.023.00,Удобрение 57,27529.87,кг,260.0,2023-06-01,1.78
3049,2023,40.13.11.026.00,Удобрение 10,57275.41,кг,130.0,2023-04-22,1.295
7488,2023,40.13.11.026.00,Удобрение 57,114550.83,кг,260.0,2023-05-31,1.295
3050,2023,40.13.11.027.00,Удобрение 10,1523911.08,кг,130.0,2023-04-22,1.57
7489,2023,40.13.11.027.00,Удобрение 57,3047822.15,кг,260.0,2023-05-31,1.57
3142,2023,40.13.11.028.00,Удобрение 10,1987.45,кг,130.0,2023-04-23,1.22
7490,2023,40.13.11.028.00,Удобрение 57,3974.91,кг,260.0,2023-05-31,1.22
3143,2023,40.13.11.030.00,Удобрение 10,572819.57,кг,130.0,2023-04-23,3.7
7491,2023,40.13.11.030.00,Удобрение 57,1145639.14,кг,260.0,2023-05-31,3.7
3222,2023,40.13.11.031.00,Удобрение 10,2142.87,кг,130.0,2023-04-24,1.68
7647,2023,40.13.11.031.00,Удобрение 57,4285.74,кг,260.0,2023-06-02,1.68
3223,2023,40.13.11.032.00,Удобрение 10,546717.93,кг,130.0,2023-04-24,1.27
7648,2023,40.13.11.032.00,Удобрение 57,1093435.85,кг,260.0,2023-06-02,1.27
3512,2023,40.13.11.033.01,Удобрение 10,558243.52,кг,130.0,2023-04-29,1.5033333333333332
7649,2023,40.13.11.033.01,Удобрение 57,1116487.03,кг,260.0,2023-06-02,1.5033333333333332
3144,2023,40.13.11.039.00,Удобрение 10,19190.93,кг,130.0,2023-04-23,4.07
7650,2023,40.13.11.039.00,Удобрение 57,38381.85,кг,260.0,2023-06-02,4.07
3145,2023,40.13.11.040.00,Удобрение 10,43869.4,кг,130.0,2023-04-23,4.46
7651,2023,40.13.11.040.00,Удобрение 57,87738.79,кг,260.0,2023-06-02,4.46
3146,2023,40.13.11.044.00,Удобрение 10,261497.93,кг,130.0,2023-04-23,3.16
7652,2023,40.13.11.044.00,Удобрение 57,522995.85,кг,260.0,2023-06-02,3.16
10365,2024,40.13.13.004.00,Удобрение 49,1757.6,т,260.0,2023-08-02,1.566
10880,2024,40.13.13.004.00,Удобрение 13,1642675.75,кг,195.05,2023-09-07,1.566
18383,2024,40.13.13.004.00,Удобрение 57,2189650.55,кг,260.0,2024-06-06,1.566
10895,2024,40.13.13.007.00,Удобрение 13,375100.31,кг,195.08,2023-09-09,1.985
18384,2024,40.13.13.007.00,Удобрение 57,499933.85,кг,260.0,2024-06-06,1.985
10881,2024,40.13.13.008.00,Удобрение 13,1957157.82,кг,195.05,2023-09-07,2.7775
18385,2024,40.13.13.008.00,Удобрение 57,2608847.51,кг,260.0,2024-06-06,2.7775
18164,2024,40.14.03.001.00,Удобрение 57,128501.57,кг,130.0,2024-06-02,1.43
18165,2024,40.14.03.002.00,Удобрение 57,3447.93,кг,130.0,2024-06-02,3.79
18166,2024,40.14.03.003.00,Удобрение 57,11806.72,кг,130.0,2024-06-02,2.53
18167,2024,40.14.03.004.00,Удобрение 57,16983.84,кг,130.0,2024-06-02,2.69
5365,2023,40.14.03.005.00,Удобрение 38,142761.06,кг,234.0,2023-05-14,5.76
5366,2023,40.14.03.005.00,Удобрение 10,118967.55,кг,195.0,2023-05-14,5.76
17017,2024,40.14.03.005.00,Удобрение 57,79311.7,кг,130.0,2024-05-15,4.02
17050,2024,40.14.03.005.00,Удобрение 57,79311.7,кг,130.0,2024-05-16,4.02
5367,2023,40.14.03.006.00,Удобрение 10,78000.0,кг,195.0,2023-05-14,6.1
5368,2023,40.14.03.006.00,Удобрение 38,93600.0,кг,234.0,2023-05-14,6.1
5543,2023,40.14.03.006.00,Удобрение 38,89801.74,кг,234.0,2023-05-15,6.1
5544,2023,40.14.03.006.00,Удобрение 10,74834.78,кг,195.0,2023-05-15,6.1
17018,2024,40.14.03.006.00,Удобрение 57,203757.85,кг,130.0,2024-05-15,2.565
5545,2023,40.14.03.007.00,Удобрение 10,244228.16,кг,195.0,2023-05-15,6.83
5546,2023,40.14.03.007.00,Удобрение 38,293073.79,кг,234.0,2023-05-15,6.83
17019,2024,40.14.03.007.00,Удобрение 57,162818.77,кг,130.0,2024-05-15,3.18
5547,2023,40.14.03.008.00,Удобрение 10,212870.11,кг,195.0,2023-05-15,7.15
5548,2023,40.14.03.008.00,Удобрение 38,255444.13,кг,234.0,2023-05-15,7.15
17020,2024,40.14.03.008.00,Удобрение 57,141913.41,кг,130.0,2024-05-15,3.03
5549,2023,40.14.03.009.00,Удобрение 10,141418.86,кг,195.0,2023-05-15,8.39
5550,2023,40.14.03.009.00,Удобрение 38,169702.63,кг,234.0,2023-05-15,8.39
17021,2024,40.14.03.009.00,Удобрение 57,94279.24,кг,130.0,2024-05-15,3.16
5369,2023,40.14.03.010.00,Удобрение 38,39850.79,кг,234.0,2023-05-14,6.09
5370,2023,40.14.03.010.00,Удобрение 10,33208.99,кг,195.0,2023-05-14,6.09
17051,2024,40.14.03.010.00,Удобрение 57,22139.33,кг,130.0,2024-05-16,1.74
17052,2024,40.14.03.010.00,Удобрение 57,22139.33,кг,130.0,2024-05-16,1.74
5371,2023,40.14.03.011.00,Удобрение 10,58970.36,кг,195.0,2023-05-14,3.78
5372,2023,40.14.03.011.00,Удобрение 38,70764.43,кг,234.0,2023-05-14,3.78
17053,2024,40.14.03.011.00,Удобрение 57,39313.57,кг,130.0,2024-05-16,1.23
17054,2024,40.14.03.011.00,Удобрение 57,39313.57,кг,130.0,2024-05-16,1.23
5373,2023,40.14.03.012.00,Удобрение 10,119642.82,кг,195.0,2023-05-14,8.35
5374,2023,40.14.03.012.00,Удобрение 38,143571.38,кг,234.0,2023-05-14,8.35
17055,2024,40.14.03.012.00,Удобрение 57,79761.88,кг,130.0,2024-05-16,2.88
17056,2024,40.14.03.012.00,Удобрение 57,79761.88,кг,130.0,2024-05-16,2.88
5375,2023,40.14.03.013.00,Удобрение 38,245947.2,кг,234.0,2023-05-14,6.32
5376,2023,40.14.03.013.00,Удобрение 10,204956.0,кг,195.0,2023-05-14,6.32
17057,2024,40.14.03.013.00,Удобрение 57,136637.33,кг,130.0,2024-05-16,2.42
17058,2024,40.14.03.013.00,Удобрение 57,136637.33,кг,130.0,2024-05-16,2.42
5377,2023,40.14.03.014.00,Удобрение 38,10162.18,кг,234.0,2023-05-14,8.67
5378,2023,40.14.03.014.00,Удобрение 10,8468.48,кг,195.0,2023-05-14,8.67
17059,2024,40.14.03.014.00,Удобрение 57,5645.65,кг,130.0,2024-05-16,2.25
17060,2024,40.14.03.014.00,Удобрение 57,5645.65,кг,130.0,2024-05-16,2.25
5379,2023,40.14.03.015.00,Удобрение 38,61866.7,кг,234.0,2023-05-14,5.78
5380,2023,40.14.03.015.00,Удобрение 10,51555.58,кг,195.0,2023-05-14,5.78
17061,2024,40.14.03.015.00,Удобрение 57,34370.39,кг,130.0,2024-05-16,3.37
17062,2024,40.14.03.015.00,Удобрение 57,34370.39,кг,130.0,2024-05-16,3.37
8615,2023,40.14.03.016.00,Удобрение 57,6889.79,кг,130.0,2023-06-16,1.605
8616,2023,40.14.03.017.00,Удобрение 57,43869.4,кг,130.0,2023-06-16,1.85
10754,2024,40.14.03.018.00,Удобрение 13,23551.53,кг,195.35,2023-08-31,2.24
14441,2024,40.14.03.018.00,Удобрение 57,31345.7,кг,260.0,2024-04-12,2.24
9807,2024,40.14.03.019.00,Удобрение 49,7030.4,т,260.0,2023-07-13,2.42
10755,2024,40.14.03.019.00,Удобрение 13,51442.55,кг,195.05,2023-08-31,2.42
14442,2024,40.14.03.019.00,Удобрение 57,68571.78,кг,260.0,2024-04-12,2.42
4685,2023,40.14.03.020.00,Удобрение 10,123734.54,кг,195.0,2023-05-09,6.78
4686,2023,40.14.03.020.00,Удобрение 38,148481.45,кг,234.0,2023-05-09,6.78
4687,2023,40.14.03.020.00,Удобрение 10,121875.0,кг,195.0,2023-05-09,6.78
4688,2023,40.14.03.020.00,Удобрение 38,146250.0,кг,234.0,2023-05-09,6.78
17022,2024,40.14.03.020.00,Удобрение 57,327474.69,кг,130.0,2024-05-15,3.22
4689,2023,40.14.03.021.00,Удобрение 10,29886.56,кг,195.0,2023-05-09,7.88
4690,2023,40.14.03.021.00,Удобрение 10,28080.0,кг,195.0,2023-05-09,7.88
4806,2023,40.14.03.021.00,Удобрение 38,34771.49,кг,234.0,2023-05-10,7.88
4807,2023,40.14.03.021.00,Удобрение 38,34771.49,кг,234.0,2023-05-10,7.88
17023,2024,40.14.03.021.00,Удобрение 57,77269.97,кг,130.0,2024-05-15,4.035
4691,2023,40.14.03.022.00,Удобрение 10,131820.0,кг,195.0,2023-05-09,7.5
4692,2023,40.14.03.022.00,Удобрение 10,137663.16,кг,195.0,2023-05-09,7.5
4808,2023,40.14.03.022.00,Удобрение 38,165195.79,кг,234.0,2023-05-10,7.5
4809,2023,40.14.03.022.00,Удобрение 38,158184.0,кг,234.0,2023-05-10,7.5
16963,2024,40.14.03.022.00,Удобрение 57,359268.64,кг,130.0,2024-05-14,3.0
4693,2023,40.14.03.023.00,Удобрение 10,60884.64,кг,195.0,2023-05-09,7.62
4810,2023,40.14.03.023.00,Удобрение 38,18954.0,кг,234.0,2023-05-10,7.62
4811,2023,40.14.03.023.00,Удобрение 38,17589.52,кг,234.0,2023-05-10,7.62
17024,2024,40.14.03.023.00,Удобрение 57,40589.76,кг,130.0,2024-05-15,2.41
8551,2023,40.14.03.024.00,Удобрение 57,51533.05,кг,130.0,2023-06-15,1.475
8552,2023,40.14.03.025.00,Удобрение 57,74630.61,кг,130.0,2023-06-15,1.385
10774,2024,40.14.03.026.00,Удобрение 13,184169.28,кг,195.03,2023-09-01,2.78
14443,2024,40.14.03.026.00,Удобрение 57,93465.22,кг,260.0,2024-04-12,2.78
14444,2024,40.14.03.026.00,Удобрение 57,36018.55,кг,260.0,2024-04-12,2.78
10775,2024,40.14.03.027.00,Удобрение 13,11516.8,кг,195.77,2023-09-01,2.345
14445,2024,40.14.03.027.00,Удобрение 57,5841.58,кг,260.0,2024-04-12,2.345
14446,2024,40.14.03.027.00,Удобрение 57,2232.07,кг,260.0,2024-04-12,2.345
10776,2024,40.14.03.028.00,Удобрение 13,269556.22,кг,195.21,2023-09-01,2.005
14447,2024,40.14.03.028.00,Удобрение 57,359025.06,кг,260.0,2024-04-12,2.005
10777,2024,40.14.03.029.00,Удобрение 13,813013.74,кг,195.18,2023-09-01,2.8666666666666667
14448,2024,40.14.03.029.00,Удобрение 57,1083007.02,кг,260.0,2024-04-12,2.8666666666666667
10778,2024,40.14.03.030.00,Удобрение 13,1239901.18,кг,195.0,2023-09-01,2.336
14449,2024,40.14.03.030.00,Удобрение 57,1653201.58,кг,260.0,2024-04-12,2.336
8553,2023,40.14.03.031.00,Удобрение 57,357903.12,кг,130.0,2023-06-15,2.02
8617,2023,40.14.03.032.00,Удобрение 57,117390.33,кг,130.0,2023-06-16,1.325
8618,2023,40.14.03.033.00,Удобрение 57,7312.5,кг,130.0,2023-06-16,2.73
8619,2023,40.14.03.034.00,Удобрение 57,344792.5,кг,130.0,2023-06-16,1.3
8620,2023,40.14.03.035.00,Удобрение 57,10860.15,кг,130.0,2023-06-16,1.88
8554,2023,40.14.03.036.00,Удобрение 57,2505.37,кг,130.0,2023-06-15,3.1
8555,2023,40.14.03.037.00,Удобрение 57,48926.8,кг,130.0,2023-06-15,2.27
5551,2023,40.14.03.038.00,Удобрение 38,120684.12,кг,234.0,2023-05-15,8.65
5552,2023,40.14.03.038.00,Удобрение 10,100570.1,кг,195.0,2023-05-15,8.65
17025,2024,40.14.03.038.00,Удобрение 57,67046.73,кг,130.0,2024-05-15,2.74
8166,2023,40.14.05.001.00,Удобрение 57,267007.31,кг,130.0,2023-06-10,1.26
8167,2023,40.14.05.002.00,Удобрение 57,810713.92,кг,130.0,2023-06-10,0.93
8098,2023,40.14.05.003.00,Удобрение 57,489296.93,кг,130.0,2023-06-09,1.195
491,2023,40.14.05.004.00,Удобрение 10,994609.85,кг,260.0,2022-08-30,1.52
2812,2023,40.14.05.004.00,Удобрение 57,185585.89,кг,195.0,2023-04-19,1.52
2813,2023,40.14.05.004.00,Удобрение 57,187395.0,кг,195.0,2023-04-19,1.52
6861,2023,40.14.05.004.00,Удобрение 57,497304.93,кг,130.0,2023-05-25,1.52
17814,2024,40.14.05.004.00,Удобрение 38,944879.36,кг,247.0,2024-05-28,4.29
17875,2024,40.14.05.004.00,Удобрение 10,745957.39,кг,195.0,2024-05-29,4.29
5185,2023,40.14.05.005.00,Удобрение 38,516906.0,кг,234.0,2023-05-13,4.19
5186,2023,40.14.05.005.00,Удобрение 10,430755.0,кг,195.0,2023-05-13,4.19
8099,2023,40.14.05.006.00,Удобрение 57,1146.72,кг,130.0,2023-06-09,0.995
8100,2023,40.14.05.007.00,Удобрение 57,1146.72,кг,130.0,2023-06-09,1.075
8101,2023,40.14.05.008.00,Удобрение 57,10274.17,кг,130.0,2023-06-09,0.36
8102,2023,40.14.05.009.00,Удобрение 57,9260.37,кг,130.0,2023-06-09,1.09
8103,2023,40.14.05.010.00,Удобрение 57,353550.93,кг,130.0,2023-06-09,1.16
8104,2023,40.14.05.011.00,Удобрение 57,693909.27,кг,130.0,2023-06-09,1.32
8105,2023,40.14.05.012.00,Удобрение 57,83409.16,кг,130.0,2023-06-09,1.255
8106,2023,40.14.05.013.00,Удобрение 57,26658.11,кг,130.0,2023-06-09,1.255
5553,2023,40.14.05.014.00,Удобрение 10,337783.76,кг,195.0,2023-05-15,4.17
6862,2023,40.14.05.014.00,Удобрение 38,405340.51,кг,234.0,2023-05-25,4.17
13153,2024,40.14.05.014.00,Удобрение 49,450378.34,т,260.0,2023-12-07,5.43
13179,2024,40.14.05.014.00,Удобрение 49,13032.86,т,260.0,2024-01-16,5.43
8713,2023,40.14.05.015.01,Удобрение 57,5089450.11,кг,260.0,2023-06-17,0.825
8621,2023,40.14.05.016.00,Удобрение 57,1153591.95,кг,260.0,2023-06-16,0.87
8622,2023,40.14.05.017.00,Удобрение 57,218849.92,кг,130.0,2023-06-16,0.192
697,2023,40.14.05.019.00,Удобрение 49,6500.0,т,260.0,2022-10-02,0.36181818181818176
8801,2023,40.14.05.019.00,Удобрение 57,3418040.93,кг,130.0,2023-06-18,0.36181818181818176
5187,2023,40.14.05.020.00,Удобрение 38,24202.36,кг,234.0,2023-05-13,8.47
5188,2023,40.14.05.020.00,Удобрение 10,20168.64,кг,195.0,2023-05-13,8.47
13058,2024,40.14.05.020.00,Удобрение 49,26891.51,т,260.0,2023-11-12,
13151,2024,40.14.05.020.00,Удобрение 49,5816.95,т,260.0,2023-12-06,
612,2023,40.14.05.021.00,Удобрение 49,127.4,т,260.0,2022-09-14,
1007,2023,40.14.05.021.00,Удобрение 49,93.6,т,260.0,2023-02-15,
5755,2023,40.14.05.025.00,Удобрение 38,585000.0,кг,234.0,2023-05-16,3.96
5756,2023,40.14.05.025.00,Удобрение 10,312000.0,кг,195.0,2023-05-16,3.96
5757,2023,40.14.05.025.00,Удобрение 10,19500.0,кг,195.0,2023-05-16,3.96
5940,2023,40.14.05.025.00,Удобрение 10,482098.99,кг,234.0,2023-05-17,3.96
5941,2023,40.14.05.025.00,Удобрение 38,482098.99,кг,234.0,2023-05-17,3.96
11908,2023,40.14.05.025.00,Удобрение 49,967460.0,т,260.0,2023-10-04,3.96
17876,2024,40.14.05.025.00,Удобрение 10,1774354.16,кг,195.0,2024-05-29,6.07
18018,2024,40.14.05.025.00,Удобрение 38,2247515.27,кг,247.0,2024-05-31,6.07
20378,2024,40.14.05.025.00,Удобрение 49,4160.0,т,260.0,2024-10-09,6.07
20379,2024,40.14.05.025.00,Удобрение 49,4160.0,т,260.0,2024-10-10,6.07
20380,2024,40.14.05.025.00,Удобрение 49,12740.0,т,260.0,2024-10-11,6.07
20381,2024,40.14.05.025.00,Удобрение 49,2340.0,т,260.0,2024-10-12,6.07
20382,2024,40.14.05.025.00,Удобрение 49,1040.0,т,260.0,2024-10-14,6.07
20383,2024,40.14.05.025.00,Удобрение 49,9360.0,т,260.0,2024-10-16,6.07
20384,2024,40.14.05.025.00,Удобрение 49,2340.0,т,260.0,2024-10-17,6.07
20385,2024,40.14.05.025.00,Удобрение 49,6500.0,т,260.0,2024-10-18,6.07
20386,2024,40.14.05.025.00,Удобрение 49,6500.0,т,260.0,2024-10-21,6.07
5758,2023,40.14.05.026.00,Удобрение 10,901680.0,кг,195.0,2023-05-16,6.55
5759,2023,40.14.05.026.00,Удобрение 10,301413.55,кг,234.0,2023-05-16,6.55
992,2023,40.14.05.027.01,Удобрение 49,3570708.99,т,260.0,2023-01-04,4.4
993,2023,40.14.05.027.01,Удобрение 49,1256226.43,т,260.0,2023-01-04,4.4
12328,2023,40.14.05.027.01,Удобрение 49,437060.0,т,260.0,2023-10-12,4.4
13115,2024,40.14.05.027.01,Удобрение 49,65.0,т,260.0,2023-11-21,
18586,2024,40.14.05.027.01,Удобрение 49,1856465.0,т,260.0,2024-06-11,
20324,2024,40.14.05.027.01,Удобрение 49,6500.0,т,260.0,2024-08-22,
20325,2024,40.14.05.027.01,Удобрение 49,4160.0,т,260.0,2024-08-23,
20326,2024,40.14.05.027.01,Удобрение 49,1040.0,т,260.0,2024-08-24,
20327,2024,40.14.05.027.01,Удобрение 49,4160.0,т,260.0,2024-08-26,
20339,2024,40.14.05.027.01,Удобрение 49,81363.39,т,260.0,2024-08-31,
20340,2024,40.14.05.027.01,Удобрение 49,458640.0,т,260.0,2024-09-02,
20366,2024,40.14.05.027.01,Удобрение 49,2340.0,т,260.0,2024-09-25,
